Item,Support,MIS,Length
"['john', 'vote']",0.060058309037900874,0.04664723032069971,2.0
"['john', 'campaign']",0.0956268221574344,0.04664723032069971,2.0
"['john', 'democrats']",0.08309037900874636,0.04664723032069971,2.0
"['john', 'election']",0.07755102040816327,0.04664723032069971,2.0
"['john', 'media']",0.0673469387755102,0.04664723032069971,2.0
"['john', 'polls']",0.06151603498542274,0.04664723032069971,2.0
"['john', 'primary']",0.06151603498542274,0.04664723032069971,2.0
"['john', 'race']",0.0597667638483965,0.04664723032069971,2.0
"['john', 'republicans']",0.0793002915451895,0.04664723032069971,2.0
"['john', 'senate']",0.06443148688046647,0.04664723032069971,2.0
"['john', 'time']",0.08600583090379009,0.04664723032069971,2.0
"['john', 'bushs']",0.0653061224489796,0.04664723032069971,2.0
"['john', 'people']",0.07667638483965014,0.04664723032069971,2.0
"['john', 'state']",0.06501457725947522,0.04664723032069971,2.0
"['john', 'states']",0.06093294460641399,0.04664723032069971,2.0
"['john', 'political']",0.0673469387755102,0.04664723032069971,2.0
"['john', 'national']",0.06705539358600583,0.04664723032069971,2.0
"['kerry', 'war']",0.2,0.09399416909620992,2.0
"['kerry', 'democratic']",0.26880466472303205,0.09399416909620992,2.0
"['news', 'president']",0.08250728862973761,0.04559766763848397,2.0
"['news', 'republican']",0.060641399416909623,0.04559766763848397,2.0
"['news', 'vote']",0.051895043731778424,0.04559766763848397,2.0
"['news', 'campaign']",0.07551020408163266,0.04559766763848397,2.0
"['news', 'democrats']",0.06938775510204082,0.04559766763848397,2.0
"['news', 'election']",0.07317784256559767,0.04559766763848397,2.0
"['news', 'media']",0.08513119533527697,0.04559766763848397,2.0
"['news', 'polls']",0.06268221574344024,0.04559766763848397,2.0
"['news', 'primary']",0.056851311953352766,0.04559766763848397,2.0
"['news', 'race']",0.0521865889212828,0.04559766763848397,2.0
"['news', 'republicans']",0.07055393586005831,0.04559766763848397,2.0
"['news', 'senate']",0.06268221574344024,0.04559766763848397,2.0
"['news', 'elections']",0.048688046647230324,0.04559766763848397,2.0
"['news', 'time']",0.07784256559766764,0.04559766763848397,2.0
"['news', 'bushs']",0.061807580174927115,0.04559766763848397,2.0
"['news', 'people']",0.08309037900874636,0.04559766763848397,2.0
"['news', 'state']",0.061807580174927115,0.04559766763848397,2.0
"['news', 'states']",0.061224489795918366,0.04559766763848397,2.0
"['news', 'political']",0.0629737609329446,0.04559766763848397,2.0
"['news', 'national']",0.05918367346938776,0.04559766763848397,2.0
"['president', 'republican']",0.0880466472303207,0.05737609329446064,2.0
"['president', 'vote']",0.07346938775510205,0.05737609329446064,2.0
"['president', 'war']",0.13702623906705538,0.05737609329446064,2.0
"['president', 'campaign']",0.10787172011661808,0.05737609329446064,2.0
"['president', 'democrats']",0.09358600583090379,0.05737609329446064,2.0
"['president', 'election']",0.0988338192419825,0.05737609329446064,2.0
"['president', 'media']",0.08571428571428572,0.05737609329446064,2.0
"['president', 'poll']",0.0880466472303207,0.05737609329446064,2.0
"['president', 'polls']",0.06559766763848396,0.05737609329446064,2.0
"['president', 'race']",0.05947521865889213,0.05737609329446064,2.0
"['president', 'republicans']",0.09912536443148688,0.05737609329446064,2.0
"['president', 'senate']",0.07113702623906705,0.05737609329446064,2.0
"['president', 'time']",0.11107871720116617,0.05737609329446064,2.0
"['president', 'bushs']",0.11282798833819242,0.05737609329446064,2.0
"['president', 'people']",0.11224489795918367,0.05737609329446064,2.0
"['president', 'state']",0.08309037900874636,0.05737609329446064,2.0
"['president', 'states']",0.08833819241982507,0.05737609329446064,2.0
"['president', 'political']",0.07988338192419825,0.05737609329446064,2.0
"['president', 'national']",0.0892128279883382,0.05737609329446064,2.0
"['republican', 'vote']",0.07434402332361516,0.04699708454810496,2.0
"['republican', 'campaign']",0.1,0.04699708454810496,2.0
"['republican', 'democrats']",0.10495626822157435,0.04699708454810496,2.0
"['republican', 'election']",0.09271137026239067,0.04699708454810496,2.0
"['republican', 'media']",0.06705539358600583,0.04699708454810496,2.0
"['republican', 'polls']",0.06034985422740525,0.04699708454810496,2.0
"['republican', 'primary']",0.06472303206997085,0.04699708454810496,2.0
"['republican', 'race']",0.08134110787172012,0.04699708454810496,2.0
"['republican', 'republicans']",0.11807580174927114,0.04699708454810496,2.0
"['republican', 'senate']",0.09708454810495627,0.04699708454810496,2.0
"['republican', 'elections']",0.09329446064139942,0.04699708454810496,2.0
"['republican', 'time']",0.08396501457725948,0.04699708454810496,2.0
"['republican', 'bushs']",0.06326530612244897,0.04699708454810496,2.0
"['republican', 'people']",0.07813411078717201,0.04699708454810496,2.0
"['republican', 'state']",0.08775510204081632,0.04699708454810496,2.0
"['republican', 'states']",0.06938775510204082,0.04699708454810496,2.0
"['republican', 'political']",0.07142857142857142,0.04699708454810496,2.0
"['republican', 'national']",0.07638483965014577,0.04699708454810496,2.0
"['vote', 'campaign']",0.07230320699708455,0.045655976676384845,2.0
"['vote', 'democrats']",0.13119533527696792,0.045655976676384845,2.0
"['vote', 'election']",0.12157434402332362,0.045655976676384845,2.0
"['vote', 'media']",0.10408163265306122,0.045655976676384845,2.0
"['vote', 'polls']",0.11836734693877551,0.045655976676384845,2.0
"['vote', 'primary']",0.10845481049562682,0.045655976676384845,2.0
"['vote', 'race']",0.0793002915451895,0.045655976676384845,2.0
"['vote', 'republicans']",0.12536443148688048,0.045655976676384845,2.0
"['vote', 'senate']",0.11078717201166181,0.045655976676384845,2.0
"['vote', 'elections']",0.06326530612244897,0.045655976676384845,2.0
"['vote', 'time']",0.07638483965014577,0.045655976676384845,2.0
"['vote', 'bushs']",0.051895043731778424,0.045655976676384845,2.0
"['vote', 'people']",0.07842565597667639,0.045655976676384845,2.0
"['vote', 'state']",0.07259475218658892,0.045655976676384845,2.0
"['vote', 'states']",0.06326530612244897,0.045655976676384845,2.0
"['vote', 'political']",0.06967930029154519,0.045655976676384845,2.0
"['vote', 'national']",0.053061224489795916,0.045655976676384845,2.0
"['war', 'campaign']",0.10029154518950437,0.07562682215743441,2.0
"['war', 'democratic']",0.18017492711370262,0.07562682215743441,2.0
"['war', 'democrats']",0.1565597667638484,0.07562682215743441,2.0
"['war', 'election']",0.15072886297376092,0.07562682215743441,2.0
"['war', 'media']",0.16239067055393586,0.07562682215743441,2.0
"['war', 'poll']",0.15830903790087464,0.07562682215743441,2.0
"['war', 'primary']",0.13352769679300291,0.07562682215743441,2.0
"['war', 'republicans']",0.1565597667638484,0.07562682215743441,2.0
"['war', 'senate']",0.141399416909621,0.07562682215743441,2.0
"['war', 'time']",0.1294460641399417,0.07562682215743441,2.0
"['war', 'people']",0.13702623906705538,0.07562682215743441,2.0
"['campaign', 'democrats']",0.1043731778425656,0.055976676384839656,2.0
"['campaign', 'election']",0.10670553935860058,0.055976676384839656,2.0
"['campaign', 'media']",0.09533527696793002,0.055976676384839656,2.0
"['campaign', 'poll']",0.10029154518950437,0.055976676384839656,2.0
"['campaign', 'polls']",0.07900874635568512,0.055976676384839656,2.0
"['campaign', 'primary']",0.08862973760932945,0.055976676384839656,2.0
"['campaign', 'race']",0.09795918367346938,0.055976676384839656,2.0
"['campaign', 'republicans']",0.09941690962099126,0.055976676384839656,2.0
"['campaign', 'senate']",0.09329446064139942,0.055976676384839656,2.0
"['campaign', 'elections']",0.08658892128279884,0.055976676384839656,2.0
"['campaign', 'time']",0.11661807580174927,0.055976676384839656,2.0
"['campaign', 'bushs']",0.07755102040816327,0.055976676384839656,2.0
"['campaign', 'people']",0.10058309037900874,0.055976676384839656,2.0
"['campaign', 'state']",0.0956268221574344,0.055976676384839656,2.0
"['campaign', 'states']",0.08017492711370262,0.055976676384839656,2.0
"['campaign', 'political']",0.08600583090379009,0.055976676384839656,2.0
"['campaign', 'national']",0.080466472303207,0.055976676384839656,2.0
"['democratic', 'poll']",0.22011661807580174,0.08559766763848398,2.0
"['democrats', 'election']",0.15626822157434403,0.06227405247813411,2.0
"['democrats', 'media']",0.14810495626822157,0.06227405247813411,2.0
"['democrats', 'poll']",0.16384839650145772,0.06227405247813411,2.0
"['democrats', 'polls']",0.13702623906705538,0.06227405247813411,2.0
"['democrats', 'primary']",0.15131195335276967,0.06227405247813411,2.0
"['democrats', 'race']",0.0988338192419825,0.06227405247813411,2.0
"['democrats', 'republicans']",0.19620991253644315,0.06227405247813411,2.0
"['democrats', 'senate']",0.16122448979591836,0.06227405247813411,2.0
"['democrats', 'elections']",0.09329446064139942,0.06227405247813411,2.0
"['democrats', 'time']",0.10845481049562682,0.06227405247813411,2.0
"['democrats', 'people']",0.09475218658892129,0.06227405247813411,2.0
"['democrats', 'state']",0.10262390670553936,0.06227405247813411,2.0
"['democrats', 'states']",0.0793002915451895,0.06227405247813411,2.0
"['democrats', 'political']",0.1075801749271137,0.06227405247813411,2.0
"['democrats', 'national']",0.08542274052478134,0.06227405247813411,2.0
"['election', 'media']",0.13644314868804663,0.058658892128279884,2.0
"['election', 'poll']",0.16034985422740525,0.058658892128279884,2.0
"['election', 'polls']",0.13760932944606413,0.058658892128279884,2.0
"['election', 'primary']",0.13090379008746356,0.058658892128279884,2.0
"['election', 'race']",0.09912536443148688,0.058658892128279884,2.0
"['election', 'republicans']",0.15043731778425656,0.058658892128279884,2.0
"['election', 'senate']",0.1358600583090379,0.058658892128279884,2.0
"['election', 'elections']",0.0892128279883382,0.058658892128279884,2.0
"['election', 'time']",0.10903790087463557,0.058658892128279884,2.0
"['election', 'bushs']",0.0717201166180758,0.058658892128279884,2.0
"['election', 'people']",0.09620991253644315,0.058658892128279884,2.0
"['election', 'state']",0.09387755102040816,0.058658892128279884,2.0
"['election', 'states']",0.0836734693877551,0.058658892128279884,2.0
"['election', 'political']",0.09620991253644315,0.058658892128279884,2.0
"['election', 'national']",0.07900874635568512,0.058658892128279884,2.0
"['media', 'poll']",0.1510204081632653,0.058425655976676386,2.0
"['media', 'polls']",0.13673469387755102,0.058425655976676386,2.0
"['media', 'primary']",0.13935860058309038,0.058425655976676386,2.0
"['media', 'race']",0.07988338192419825,0.058425655976676386,2.0
"['media', 'republicans']",0.14518950437317785,0.058425655976676386,2.0
"['media', 'senate']",0.1346938775510204,0.058425655976676386,2.0
"['media', 'elections']",0.06501457725947522,0.058425655976676386,2.0
"['media', 'time']",0.1032069970845481,0.058425655976676386,2.0
"['media', 'bushs']",0.06268221574344024,0.058425655976676386,2.0
"['media', 'people']",0.09067055393586006,0.058425655976676386,2.0
"['media', 'state']",0.06763848396501458,0.058425655976676386,2.0
"['media', 'states']",0.06501457725947522,0.058425655976676386,2.0
"['media', 'political']",0.09737609329446065,0.058425655976676386,2.0
"['media', 'national']",0.07026239067055394,0.058425655976676386,2.0
"['poll', 'primary']",0.1836734693877551,0.07212827988338193,2.0
"['poll', 'republicans']",0.15685131195335278,0.07212827988338193,2.0
"['poll', 'senate']",0.15422740524781342,0.07212827988338193,2.0
"['poll', 'time']",0.11370262390670553,0.07212827988338193,2.0
"['poll', 'people']",0.09446064139941691,0.07212827988338193,2.0
"['polls', 'primary']",0.1489795918367347,0.05125364431486881,2.0
"['polls', 'race']",0.09154518950437318,0.05125364431486881,2.0
"['polls', 'republicans']",0.1326530612244898,0.05125364431486881,2.0
"['polls', 'senate']",0.13090379008746356,0.05125364431486881,2.0
"['polls', 'elections']",0.05918367346938776,0.05125364431486881,2.0
"['polls', 'time']",0.08250728862973761,0.05125364431486881,2.0
"['polls', 'bushs']",0.053644314868804666,0.05125364431486881,2.0
"['polls', 'people']",0.07026239067055394,0.05125364431486881,2.0
"['polls', 'state']",0.08163265306122448,0.05125364431486881,2.0
"['polls', 'states']",0.0653061224489796,0.05125364431486881,2.0
"['polls', 'political']",0.07842565597667639,0.05125364431486881,2.0
"['polls', 'national']",0.06909620991253644,0.05125364431486881,2.0
"['primary', 'race']",0.10058309037900874,0.05795918367346939,2.0
"['primary', 'republicans']",0.13236151603498542,0.05795918367346939,2.0
"['primary', 'senate']",0.139067055393586,0.05795918367346939,2.0
"['primary', 'elections']",0.06938775510204082,0.05795918367346939,2.0
"['primary', 'time']",0.0892128279883382,0.05795918367346939,2.0
"['primary', 'people']",0.07667638483965014,0.05795918367346939,2.0
"['primary', 'state']",0.09446064139941691,0.05795918367346939,2.0
"['primary', 'states']",0.06909620991253644,0.05795918367346939,2.0
"['primary', 'political']",0.08542274052478134,0.05795918367346939,2.0
"['primary', 'national']",0.06355685131195335,0.05795918367346939,2.0
"['race', 'republicans']",0.09708454810495627,0.04478134110787172,2.0
"['race', 'senate']",0.11049562682215744,0.04478134110787172,2.0
"['race', 'elections']",0.10087463556851312,0.04478134110787172,2.0
"['race', 'time']",0.08279883381924198,0.04478134110787172,2.0
"['race', 'people']",0.06268221574344024,0.04478134110787172,2.0
"['race', 'state']",0.0892128279883382,0.04478134110787172,2.0
"['race', 'states']",0.0653061224489796,0.04478134110787172,2.0
"['race', 'political']",0.05160349854227405,0.04478134110787172,2.0
"['race', 'national']",0.05889212827988338,0.04478134110787172,2.0
"['republicans', 'senate']",0.1618075801749271,0.06145772594752187,2.0
"['republicans', 'elections']",0.08542274052478134,0.06145772594752187,2.0
"['republicans', 'time']",0.10145772594752187,0.06145772594752187,2.0
"['republicans', 'bushs']",0.0728862973760933,0.06145772594752187,2.0
"['republicans', 'people']",0.09533527696793002,0.06145772594752187,2.0
"['republicans', 'state']",0.08775510204081632,0.06145772594752187,2.0
"['republicans', 'states']",0.07521865889212828,0.06145772594752187,2.0
"['republicans', 'political']",0.10816326530612246,0.06145772594752187,2.0
"['republicans', 'national']",0.07638483965014577,0.06145772594752187,2.0
"['senate', 'elections']",0.12973760932944606,0.0567930029154519,2.0
"['senate', 'time']",0.09096209912536443,0.0567930029154519,2.0
"['senate', 'people']",0.07725947521865889,0.0567930029154519,2.0
"['senate', 'state']",0.08833819241982507,0.0567930029154519,2.0
"['senate', 'states']",0.06822157434402332,0.0567930029154519,2.0
"['senate', 'political']",0.08833819241982507,0.0567930029154519,2.0
"['senate', 'national']",0.06938775510204082,0.0567930029154519,2.0
"['elections', 'time']",0.07755102040816327,0.047696793002915454,2.0
"['elections', 'people']",0.06588921282798833,0.047696793002915454,2.0
"['elections', 'state']",0.0836734693877551,0.047696793002915454,2.0
"['elections', 'states']",0.05860058309037901,0.047696793002915454,2.0
"['elections', 'political']",0.05772594752186589,0.047696793002915454,2.0
"['elections', 'national']",0.056268221574344024,0.047696793002915454,2.0
"['time', 'people']",0.12536443148688048,0.06361516034985423,2.0
"['time', 'state']",0.0988338192419825,0.06361516034985423,2.0
"['time', 'states']",0.08688046647230321,0.06361516034985423,2.0
"['time', 'political']",0.0892128279883382,0.06361516034985423,2.0
"['time', 'national']",0.08542274052478134,0.06361516034985423,2.0
"['bushs', 'people']",0.07755102040816327,0.04198250728862974,2.0
"['bushs', 'state']",0.055685131195335275,0.04198250728862974,2.0
"['bushs', 'states']",0.05772594752186589,0.04198250728862974,2.0
"['bushs', 'political']",0.05510204081632653,0.04198250728862974,2.0
"['bushs', 'national']",0.05860058309037901,0.04198250728862974,2.0
"['people', 'state']",0.08658892128279884,0.057667638483965014,2.0
"['people', 'states']",0.0836734693877551,0.057667638483965014,2.0
"['people', 'political']",0.09329446064139942,0.057667638483965014,2.0
"['people', 'national']",0.07434402332361516,0.057667638483965014,2.0
"['state', 'states']",0.09008746355685131,0.05102040816326531,2.0
"['state', 'political']",0.07521865889212828,0.05102040816326531,2.0
"['state', 'national']",0.07813411078717201,0.05102040816326531,2.0
"['states', 'political']",0.0673469387755102,0.04396501457725948,2.0
"['states', 'national']",0.0717201166180758,0.04396501457725948,2.0
"['political', 'national']",0.06851311953352769,0.045714285714285714,2.0
