support,itemsets,length
0.5456362425049966,"frozenset({'abstract', 'error', 'input'})",3
0.5722851432378414,"frozenset({'abstract', 'error', 'introduction'})",3
0.5522984676882079,"frozenset({'abstract', 'error', 'learning'})",3
0.5409726848767489,"frozenset({'abstract', 'error', 'model'})",3
0.5796135909393737,"frozenset({'abstract', 'error', 'network'})",3
0.6015989340439707,"frozenset({'abstract', 'error', 'neural'})",3
0.5836109260493004,"frozenset({'abstract', 'error', 'number'})",3
0.5629580279813458,"frozenset({'problem', 'error', 'abstract'})",3
0.6269153897401732,"frozenset({'abstract', 'error', 'references'})",3
0.620253164556962,"frozenset({'abstract', 'error', 'result'})",3
0.6082611592271818,"frozenset({'abstract', 'error', 'set'})",3
0.5962691538974018,"frozenset({'abstract', 'system', 'error'})",3
0.5003331112591606,"frozenset({'abstract', 'function', 'experiment'})",3
0.5223184543637575,"frozenset({'abstract', 'references', 'experiment'})",3
0.5229846768820786,"frozenset({'abstract', 'result', 'experiment'})",3
0.5003331112591606,"frozenset({'abstract', 'set', 'experiment'})",3
0.5156562291805463,"frozenset({'abstract', 'references', 'find'})",3
0.508327781479014,"frozenset({'abstract', 'find', 'result'})",3
0.6622251832111925,"frozenset({'abstract', 'form', 'function'})",3
0.5742838107928048,"frozenset({'abstract', 'form', 'information'})",3
0.5756162558294471,"frozenset({'abstract', 'form', 'input'})",3
0.6249167221852099,"frozenset({'abstract', 'form', 'introduction'})",3
0.5109926715522984,"frozenset({'abstract', 'form', 'large'})",3
0.5602931379080613,"frozenset({'abstract', 'form', 'learning'})",3
0.5063291139240507,"frozenset({'abstract', 'form', 'method'})",3
0.6049300466355763,"frozenset({'abstract', 'form', 'model'})",3
0.6235842771485676,"frozenset({'abstract', 'form', 'network'})",3
0.6502331778814124,"frozenset({'abstract', 'form', 'neural'})",3
0.6109260493004663,"frozenset({'abstract', 'form', 'number'})",3
0.5323117921385743,"frozenset({'abstract', 'form', 'order'})",3
0.5016655562958028,"frozenset({'abstract', 'form', 'output'})",3
0.5463024650233178,"frozenset({'abstract', 'form', 'paper'})",3
0.5189873417721519,"frozenset({'abstract', 'form', 'parameter'})",3
0.5263157894736842,"frozenset({'abstract', 'form', 'point'})",3
0.5816122584943371,"frozenset({'problem', 'form', 'abstract'})",3
0.5049966688874084,"frozenset({'abstract', 'form', 'processing'})",3
0.6802131912058628,"frozenset({'abstract', 'form', 'references'})",3
0.6715522984676882,"frozenset({'abstract', 'form', 'result'})",3
0.642238507661559,"frozenset({'abstract', 'form', 'set'})",3
0.6409060626249167,"frozenset({'abstract', 'form', 'system'})",3
0.5109926715522984,"frozenset({'abstract', 'form', 'values'})",3
0.5343104596935376,"frozenset({'abstract', 'function', 'found'})",3
0.5056628914057295,"frozenset({'abstract', 'introduction', 'found'})",3
0.5003331112591606,"frozenset({'abstract', 'network', 'found'})",3
0.5276482345103265,"frozenset({'abstract', 'neural', 'found'})",3
0.5043304463690873,"frozenset({'abstract', 'number', 'found'})",3
0.5542971352431713,"frozenset({'abstract', 'references', 'found'})",3
0.5502998001332445,"frozenset({'abstract', 'result', 'found'})",3
0.5183211192538307,"frozenset({'abstract', 'set', 'found'})",3
0.524983344437042,"frozenset({'abstract', 'system', 'found'})",3
0.5802798134576949,"frozenset({'abstract', 'function', 'general'})",3
0.519653564290473,"frozenset({'abstract', 'function', 'high'})",3
0.7315123251165889,"frozenset({'abstract', 'function', 'information'})",3
0.7415056628914057,"frozenset({'abstract', 'function', 'input'})",3
0.798800799467022,"frozenset({'abstract', 'function', 'introduction'})",3
0.5109926715522984,"frozenset({'abstract', 'function', 'known'})",3
0.6675549633577615,"frozenset({'abstract', 'function', 'large'})",3
0.7081945369753497,"frozenset({'abstract', 'function', 'learning'})",3
0.5829447035309794,"frozenset({'abstract', 'function', 'linear'})",3
0.6289140572951366,"frozenset({'abstract', 'mean', 'function'})",3
0.6449033977348434,"frozenset({'abstract', 'function', 'method'})",3
0.7754830113257828,"frozenset({'abstract', 'model', 'function'})",3
0.7928047968021319,"frozenset({'abstract', 'function', 'network'})",3
0.8354430379746836,"frozenset({'abstract', 'function', 'neural'})",3
0.5636242504996669,"frozenset({'abstract', 'non', 'function'})",3
0.536309127248501,"frozenset({'abstract', 'function', 'note'})",3
0.7921385742838108,"frozenset({'abstract', 'number', 'function'})",3
0.5123251165889408,"frozenset({'abstract', 'function', 'obtained'})",3
0.6848767488341105,"frozenset({'abstract', 'function', 'order'})",3
0.6528980679546968,"frozenset({'abstract', 'function', 'output'})",3
0.6882078614257162,"frozenset({'abstract', 'function', 'paper'})",3
0.6728847435043305,"frozenset({'abstract', 'function', 'parameter'})",3
0.5376415722851432,"frozenset({'abstract', 'pattern', 'function'})",3
0.564290473017988,"frozenset({'performance', 'abstract', 'function'})",3
0.676215856095936,"frozenset({'abstract', 'point', 'function'})",3
0.5522984676882079,"frozenset({'abstract', 'present', 'function'})",3
0.5423051299133911,"frozenset({'abstract', 'function', 'press'})",3
0.7401732178547635,"frozenset({'problem', 'abstract', 'function'})",3
0.5263157894736842,"frozenset({'abstract', 'process', 'function'})",3
0.6595602931379081,"frozenset({'abstract', 'processing', 'function'})",3
0.5049966688874084,"frozenset({'abstract', 'function', 'random'})",3
0.5049966688874084,"frozenset({'abstract', 'real', 'function'})",3
0.8760826115922719,"frozenset({'abstract', 'references', 'function'})",3
0.5243171219187208,"frozenset({'abstract', 'function', 'represent'})",3
0.570286475682878,"frozenset({'abstract', 'research', 'function'})",3
0.8607594936708861,"frozenset({'abstract', 'function', 'result'})",3
0.5549633577614923,"frozenset({'abstract', 'science', 'function'})",3
0.5043304463690873,"frozenset({'abstract', 'section', 'function'})",3
0.8247834776815456,"frozenset({'abstract', 'function', 'set'})",3
0.6142571618920719,"frozenset({'abstract', 'similar', 'function'})",3
0.6275816122584943,"frozenset({'abstract', 'function', 'simple'})",3
0.6395736175882745,"frozenset({'abstract', 'function', 'single'})",3
0.6455696202531646,"frozenset({'abstract', 'function', 'small'})",3
0.6155896069287142,"frozenset({'abstract', 'space', 'function'})",3
0.5243171219187208,"frozenset({'abstract', 'step', 'function'})",3
0.8221185876082612,"frozenset({'abstract', 'system', 'function'})",3
0.6255829447035309,"frozenset({'abstract', 'term', 'function'})",3
0.5802798134576949,"frozenset({'abstract', 'tion', 'function'})",3
0.5662891405729513,"frozenset({'abstract', 'training', 'function'})",3
0.5556295802798135,"frozenset({'abstract', 'unit', 'function'})",3
0.6349100599600267,"frozenset({'abstract', 'function', 'university'})",3
0.6582278481012658,"frozenset({'abstract', 'values', 'function'})",3
0.5576282478347768,"frozenset({'abstract', 'vector', 'function'})",3
0.5896069287141905,"frozenset({'abstract', 'function', 'weight'})",3
0.5056628914057295,"frozenset({'abstract', 'function', 'zero'})",3
0.5389740173217855,"frozenset({'abstract', 'general', 'introduction'})",3
0.5016655562958028,"frozenset({'abstract', 'learning', 'general'})",3
0.5256495669553631,"frozenset({'abstract', 'model', 'general'})",3
0.5456362425049966,"frozenset({'abstract', 'general', 'network'})",3
0.5656229180546303,"frozenset({'abstract', 'neural', 'general'})",3
0.5469686875416389,"frozenset({'abstract', 'number', 'general'})",3
0.5183211192538307,"frozenset({'problem', 'abstract', 'general'})",3
0.5942704863424384,"frozenset({'abstract', 'references', 'general'})",3
0.5889407061958695,"frozenset({'abstract', 'general', 'result'})",3
0.5636242504996669,"frozenset({'abstract', 'general', 'set'})",3
0.5556295802798135,"frozenset({'abstract', 'system', 'general'})",3
0.5096602265156562,"frozenset({'abstract', 'neural', 'high'})",3
0.5396402398401066,"frozenset({'abstract', 'references', 'high'})",3
0.5309793471019321,"frozenset({'abstract', 'high', 'result'})",3
0.5096602265156562,"frozenset({'abstract', 'high', 'set'})",3
0.508327781479014,"frozenset({'abstract', 'system', 'high'})",3
0.5116588940706196,"frozenset({'abstract', 'references', 'important'})",3
0.5069953364423717,"frozenset({'abstract', 'important', 'result'})",3
0.6469020652898068,"frozenset({'abstract', 'information', 'input'})",3
0.7001998667554963,"frozenset({'abstract', 'introduction', 'information'})",3
0.5742838107928048,"frozenset({'abstract', 'information', 'large'})",3
0.6302465023317788,"frozenset({'abstract', 'learning', 'information'})",3
0.5443037974683544,"frozenset({'abstract', 'mean', 'information'})",3
0.5662891405729513,"frozenset({'abstract', 'method', 'information'})",3
0.6742171885409727,"frozenset({'abstract', 'model', 'information'})",3
0.6915389740173218,"frozenset({'abstract', 'network', 'information'})",3
0.7361758827448368,"frozenset({'abstract', 'neural', 'information'})",3
0.6962025316455697,"frozenset({'number', 'abstract', 'information'})",3
0.5909393737508328,"frozenset({'abstract', 'order', 'information'})",3
0.5729513657561626,"frozenset({'abstract', 'output', 'information'})",3
0.6009327115256495,"frozenset({'abstract', 'paper', 'information'})",3
0.5669553630912725,"frozenset({'abstract', 'information', 'parameter'})",3
0.5109926715522984,"frozenset({'performance', 'abstract', 'information'})",3
0.5816122584943371,"frozenset({'abstract', 'point', 'information'})",3
0.6595602931379081,"frozenset({'problem', 'abstract', 'information'})",3
0.631578947368421,"frozenset({'abstract', 'processing', 'information'})",3
0.7668221185876083,"frozenset({'abstract', 'references', 'information'})",3
0.5063291139240507,"frozenset({'abstract', 'research', 'information'})",3
0.7514990006662225,"frozenset({'abstract', 'information', 'result'})",3
0.7248500999333778,"frozenset({'abstract', 'set', 'information'})",3
0.5389740173217855,"frozenset({'abstract', 'similar', 'information'})",3
0.5536309127248501,"frozenset({'abstract', 'information', 'simple'})",3
0.5596269153897402,"frozenset({'abstract', 'single', 'information'})",3
0.5576282478347768,"frozenset({'abstract', 'small', 'information'})",3
0.5303131245836109,"frozenset({'abstract', 'space', 'information'})",3
0.7335109926715523,"frozenset({'abstract', 'system', 'information'})",3
0.5343104596935376,"frozenset({'abstract', 'term', 'information'})",3
0.5043304463690873,"frozenset({'abstract', 'tion', 'information'})",3
0.5123251165889408,"frozenset({'abstract', 'training', 'information'})",3
0.5562958027981346,"frozenset({'abstract', 'university', 'information'})",3
0.5622918054630246,"frozenset({'abstract', 'values', 'information'})",3
0.513657561625583,"frozenset({'abstract', 'weight', 'information'})",3
0.7008660892738174,"frozenset({'abstract', 'introduction', 'input'})",3
0.5849433710859427,"frozenset({'abstract', 'input', 'large'})",3
0.6249167221852099,"frozenset({'abstract', 'learning', 'input'})",3
0.508327781479014,"frozenset({'abstract', 'input', 'linear'})",3
0.5369753497668222,"frozenset({'abstract', 'mean', 'input'})",3
0.5443037974683544,"frozenset({'abstract', 'method', 'input'})",3
0.6755496335776149,"frozenset({'abstract', 'model', 'input'})",3
0.7368421052631579,"frozenset({'abstract', 'network', 'input'})",3
0.7521652231845436,"frozenset({'abstract', 'neural', 'input'})",3
0.692871419053964,"frozenset({'abstract', 'number', 'input'})",3
0.6015989340439707,"frozenset({'abstract', 'order', 'input'})",3
0.6642238507661559,"frozenset({'abstract', 'output', 'input'})",3
0.5942704863424384,"frozenset({'abstract', 'paper', 'input'})",3
0.5709526982011992,"frozenset({'abstract', 'input', 'parameter'})",3
0.5163224516988674,"frozenset({'performance', 'abstract', 'input'})",3
0.5776149233844103,"frozenset({'abstract', 'point', 'input'})",3
0.6375749500333111,"frozenset({'problem', 'abstract', 'input'})",3
0.6075949367088608,"frozenset({'abstract', 'processing', 'input'})",3
0.7688207861425717,"frozenset({'abstract', 'references', 'input'})",3
0.5149900066622252,"frozenset({'abstract', 'research', 'input'})",3
0.759493670886076,"frozenset({'abstract', 'input', 'result'})",3
0.7241838774150566,"frozenset({'abstract', 'set', 'input'})",3
0.5396402398401066,"frozenset({'abstract', 'similar', 'input'})",3
0.5369753497668222,"frozenset({'abstract', 'input', 'simple'})",3
0.5776149233844103,"frozenset({'abstract', 'single', 'input'})",3
0.5742838107928048,"frozenset({'abstract', 'small', 'input'})",3
0.5256495669553631,"frozenset({'abstract', 'space', 'input'})",3
0.7401732178547635,"frozenset({'abstract', 'system', 'input'})",3
0.5283144570286475,"frozenset({'abstract', 'term', 'input'})",3
0.5096602265156562,"frozenset({'abstract', 'tion', 'input'})",3
0.5356429047301798,"frozenset({'abstract', 'training', 'input'})",3
0.5296469020652899,"frozenset({'abstract', 'unit', 'input'})",3
0.5522984676882079,"frozenset({'abstract', 'university', 'input'})",3
0.5742838107928048,"frozenset({'abstract', 'values', 'input'})",3
0.5616255829447035,"frozenset({'abstract', 'weight', 'input'})",3
0.6389073950699533,"frozenset({'abstract', 'introduction', 'large'})",3
0.6675549633577615,"frozenset({'abstract', 'learning', 'introduction'})",3
0.54763491005996,"frozenset({'abstract', 'introduction', 'linear'})",3
0.6002664890073285,"frozenset({'abstract', 'mean', 'introduction'})",3
0.6169220519653564,"frozenset({'abstract', 'method', 'introduction'})",3
0.7348434377081945,"frozenset({'abstract', 'model', 'introduction'})",3
0.7568287808127915,"frozenset({'abstract', 'network', 'introduction'})",3
0.7948034643570953,"frozenset({'abstract', 'neural', 'introduction'})",3
0.5329780146568954,"frozenset({'abstract', 'non', 'introduction'})",3
0.5056628914057295,"frozenset({'abstract', 'introduction', 'note'})",3
0.754163890739507,"frozenset({'abstract', 'number', 'introduction'})",3
0.6455696202531646,"frozenset({'abstract', 'order', 'introduction'})",3
0.6215856095936043,"frozenset({'abstract', 'output', 'introduction'})",3
0.654230512991339,"frozenset({'abstract', 'paper', 'introduction'})",3
0.6269153897401732,"frozenset({'abstract', 'introduction', 'parameter'})",3
0.5143237841439041,"frozenset({'abstract', 'pattern', 'introduction'})",3
0.5463024650233178,"frozenset({'performance', 'abstract', 'introduction'})",3
0.6362425049966689,"frozenset({'abstract', 'point', 'introduction'})",3
0.5269820119920053,"frozenset({'abstract', 'present', 'introduction'})",3
0.5063291139240507,"frozenset({'abstract', 'introduction', 'press'})",3
0.703530979347102,"frozenset({'problem', 'abstract', 'introduction'})",3
0.5069953364423717,"frozenset({'abstract', 'process', 'introduction'})",3
0.6329113924050633,"frozenset({'abstract', 'processing', 'introduction'})",3
0.832778147901399,"frozenset({'abstract', 'references', 'introduction'})",3
0.5043304463690873,"frozenset({'abstract', 'represent', 'introduction'})",3
0.5562958027981346,"frozenset({'abstract', 'research', 'introduction'})",3
0.8227848101265823,"frozenset({'abstract', 'introduction', 'result'})",3
0.5223184543637575,"frozenset({'abstract', 'science', 'introduction'})",3
0.7848101265822784,"frozenset({'abstract', 'set', 'introduction'})",3
0.5849433710859427,"frozenset({'abstract', 'similar', 'introduction'})",3
0.5869420386409061,"frozenset({'abstract', 'introduction', 'simple'})",3
0.6042638241172552,"frozenset({'abstract', 'single', 'introduction'})",3
0.6189207195203198,"frozenset({'abstract', 'small', 'introduction'})",3
0.5776149233844103,"frozenset({'abstract', 'space', 'introduction'})",3
0.782145236508994,"frozenset({'abstract', 'system', 'introduction'})",3
0.5782811459027315,"frozenset({'abstract', 'term', 'introduction'})",3
0.5416389073950699,"frozenset({'abstract', 'tion', 'introduction'})",3
0.5403064623584277,"frozenset({'abstract', 'training', 'introduction'})",3
0.5316455696202531,"frozenset({'abstract', 'unit', 'introduction'})",3
0.5996002664890073,"frozenset({'abstract', 'introduction', 'university'})",3
0.6209193870752832,"frozenset({'abstract', 'values', 'introduction'})",3
0.5336442371752165,"frozenset({'abstract', 'vector', 'introduction'})",3
0.5522984676882079,"frozenset({'abstract', 'weight', 'introduction'})",3
